Product_ID,Product_Name,Category,Brand,Price,Rating,Description,Seller,City,State,Stock_Quantity,Discount_Percentage,Features
P03039,LG Home Appliance Model 2304,Home Appliances,LG,105504,3.7,LG home appliances product with premium features.,Seller_293,Bengaluru,West Bengal,133,59,"Home Appliances,LG,LG home appliances product with premium features."
P03040,Roadster Clothin Model 7566,Clothing,Roadster,146131,4.8,Roadster clothing product with premium features.,Seller_105,Bengaluru,Karnataka,147,64,"Clothing,Roadster,Roadster clothing product with premium features."
P03041,Samsung Home Appliance Model 5968,Home Appliances,Samsung,129272,4.8,Samsung home appliances product with premium features.,Seller_308,Delhi,Maharashtra,145,51,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P03042,Nike Footwea Model 4231,Footwear,Nike,101068,3.5,Nike footwear product with premium features.,Seller_459,Kolkata,West Bengal,198,36,"Footwear,Nike,Nike footwear product with premium features."
P03043,Sony Electronic Model 2652,Electronics,Sony,6314,4.8,Sony electronics product with premium features.,Seller_47,Ahmedabad,West Bengal,71,52,"Electronics,Sony,Sony electronics product with premium features."
P03044,Puma Footwea Model 2496,Footwear,Puma,136206,3.3,Puma footwear product with premium features.,Seller_202,Chennai,Karnataka,439,21,"Footwear,Puma,Puma footwear product with premium features."
P03045,Noise Electronic Model 2205,Electronics,Noise,76346,3.0,Noise electronics product with premium features.,Seller_416,Pune,West Bengal,450,18,"Electronics,Noise,Noise electronics product with premium features."
P03046,Apple Mobile Model 6508,Mobiles,Apple,13309,3.2,Apple mobiles product with premium features.,Seller_342,Kolkata,Gujarat,8,40,"Mobiles,Apple,Apple mobiles product with premium features."
P03047,Apple Mobile Model 494,Mobiles,Apple,146962,4.5,Apple mobiles product with premium features.,Seller_144,Bengaluru,Gujarat,73,63,"Mobiles,Apple,Apple mobiles product with premium features."
P03048,OnePlus Mobile Model 3424,Mobiles,OnePlus,15246,4.8,OnePlus mobiles product with premium features.,Seller_357,Bengaluru,Delhi,163,53,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P03049,Sony Electronic Model 6348,Electronics,Sony,52930,4.6,Sony electronics product with premium features.,Seller_46,Pune,Maharashtra,369,4,"Electronics,Sony,Sony electronics product with premium features."
P03050,LG Home Appliance Model 8723,Home Appliances,LG,61849,3.1,LG home appliances product with premium features.,Seller_228,Mumbai,West Bengal,1,39,"Home Appliances,LG,LG home appliances product with premium features."
P03051,LG Home Appliance Model 2942,Home Appliances,LG,138377,4.3,LG home appliances product with premium features.,Seller_486,Bengaluru,Karnataka,357,35,"Home Appliances,LG,LG home appliances product with premium features."
P03052,Realme Mobile Model 9008,Mobiles,Realme,47409,4.2,Realme mobiles product with premium features.,Seller_26,Bengaluru,Maharashtra,472,33,"Mobiles,Realme,Realme mobiles product with premium features."
P03053,Sony Electronic Model 7366,Electronics,Sony,109654,3.8,Sony electronics product with premium features.,Seller_125,Kolkata,Telangana,87,68,"Electronics,Sony,Sony electronics product with premium features."
P03054,Boat Electronic Model 8486,Electronics,Boat,21885,3.3,Boat electronics product with premium features.,Seller_71,Kolkata,Tamil Nadu,34,44,"Electronics,Boat,Boat electronics product with premium features."
P03055,Whirlpool Home Appliance Model 7618,Home Appliances,Whirlpool,67521,4.5,Whirlpool home appliances product with premium features.,Seller_434,Pune,Gujarat,177,28,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P03056,Samsung Mobile Model 695,Mobiles,Samsung,91748,4.4,Samsung mobiles product with premium features.,Seller_485,Bengaluru,West Bengal,399,31,"Mobiles,Samsung,Samsung mobiles product with premium features."
P03057,Apple Mobile Model 7188,Mobiles,Apple,130635,4.9,Apple mobiles product with premium features.,Seller_310,Ahmedabad,Tamil Nadu,257,37,"Mobiles,Apple,Apple mobiles product with premium features."
P03058,HP Laptop Model 9237,Laptops,HP,33012,4.5,HP laptops product with premium features.,Seller_72,Kolkata,Tamil Nadu,119,60,"Laptops,HP,HP laptops product with premium features."
P03059,Puma Footwea Model 571,Footwear,Puma,27521,3.8,Puma footwear product with premium features.,Seller_249,Kolkata,Telangana,353,12,"Footwear,Puma,Puma footwear product with premium features."
P03060,Philips Home Appliance Model 7943,Home Appliances,Philips,104665,4.7,Philips home appliances product with premium features.,Seller_65,Bengaluru,Telangana,474,30,"Home Appliances,Philips,Philips home appliances product with premium features."
P03061,Puma Footwea Model 502,Footwear,Puma,23310,4.5,Puma footwear product with premium features.,Seller_204,Delhi,Telangana,473,51,"Footwear,Puma,Puma footwear product with premium features."
P03062,Acer Laptop Model 2703,Laptops,Acer,48553,3.9,Acer laptops product with premium features.,Seller_223,Ahmedabad,Tamil Nadu,425,65,"Laptops,Acer,Acer laptops product with premium features."
P03063,Apple Mobile Model 3290,Mobiles,Apple,117620,4.3,Apple mobiles product with premium features.,Seller_44,Kolkata,Gujarat,166,21,"Mobiles,Apple,Apple mobiles product with premium features."
P03064,Acer Laptop Model 9966,Laptops,Acer,141273,4.9,Acer laptops product with premium features.,Seller_1,Ahmedabad,Karnataka,297,30,"Laptops,Acer,Acer laptops product with premium features."
P03065,Roadster Clothin Model 8872,Clothing,Roadster,28131,3.3,Roadster clothing product with premium features.,Seller_175,Ahmedabad,Telangana,238,19,"Clothing,Roadster,Roadster clothing product with premium features."
P03066,Puma Footwea Model 9983,Footwear,Puma,130323,3.8,Puma footwear product with premium features.,Seller_13,Bengaluru,Tamil Nadu,189,68,"Footwear,Puma,Puma footwear product with premium features."
P03067,Realme Mobile Model 580,Mobiles,Realme,19288,4.8,Realme mobiles product with premium features.,Seller_482,Hyderabad,Maharashtra,395,56,"Mobiles,Realme,Realme mobiles product with premium features."
P03068,OnePlus Mobile Model 5501,Mobiles,OnePlus,126874,4.1,OnePlus mobiles product with premium features.,Seller_97,Mumbai,Gujarat,71,45,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P03069,Puma Footwea Model 1620,Footwear,Puma,140384,4.1,Puma footwear product with premium features.,Seller_42,Mumbai,Gujarat,500,39,"Footwear,Puma,Puma footwear product with premium features."
P03070,Philips Home Appliance Model 745,Home Appliances,Philips,15000,4.7,Philips home appliances product with premium features.,Seller_185,Pune,Maharashtra,367,23,"Home Appliances,Philips,Philips home appliances product with premium features."
P03071,Allen Solly Clothin Model 9838,Clothing,Allen Solly,47733,4.0,Allen Solly clothing product with premium features.,Seller_229,Ahmedabad,Karnataka,327,59,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P03072,Vivo Mobile Model 3916,Mobiles,Vivo,4666,4.5,Vivo mobiles product with premium features.,Seller_302,Bengaluru,Maharashtra,63,13,"Mobiles,Vivo,Vivo mobiles product with premium features."
P03073,Sony Electronic Model 5668,Electronics,Sony,3757,3.1,Sony electronics product with premium features.,Seller_260,Kolkata,Gujarat,320,4,"Electronics,Sony,Sony electronics product with premium features."
P03074,Puma Footwea Model 2900,Footwear,Puma,6317,3.8,Puma footwear product with premium features.,Seller_330,Chennai,Delhi,92,20,"Footwear,Puma,Puma footwear product with premium features."
P03075,Dell Laptop Model 6785,Laptops,Dell,55564,4.6,Dell laptops product with premium features.,Seller_325,Pune,Telangana,86,5,"Laptops,Dell,Dell laptops product with premium features."
P03076,OnePlus Mobile Model 3304,Mobiles,OnePlus,5492,4.9,OnePlus mobiles product with premium features.,Seller_416,Hyderabad,Gujarat,88,49,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P03077,Noise Electronic Model 2375,Electronics,Noise,68341,4.4,Noise electronics product with premium features.,Seller_294,Ahmedabad,Karnataka,122,60,"Electronics,Noise,Noise electronics product with premium features."
P03078,JBL Electronic Model 507,Electronics,JBL,85923,4.0,JBL electronics product with premium features.,Seller_401,Mumbai,Gujarat,328,35,"Electronics,JBL,JBL electronics product with premium features."
P03079,Wrogn Clothin Model 9890,Clothing,Wrogn,96631,4.8,Wrogn clothing product with premium features.,Seller_348,Ahmedabad,Karnataka,25,48,"Clothing,Wrogn,Wrogn clothing product with premium features."
P03080,Philips Home Appliance Model 3512,Home Appliances,Philips,95165,4.3,Philips home appliances product with premium features.,Seller_130,Chennai,Delhi,130,42,"Home Appliances,Philips,Philips home appliances product with premium features."
P03081,Boat Electronic Model 4698,Electronics,Boat,100127,4.3,Boat electronics product with premium features.,Seller_459,Kolkata,Karnataka,474,65,"Electronics,Boat,Boat electronics product with premium features."
P03082,Lenovo Laptop Model 8401,Laptops,Lenovo,52281,4.6,Lenovo laptops product with premium features.,Seller_288,Bengaluru,West Bengal,481,45,"Laptops,Lenovo,Lenovo laptops product with premium features."
P03083,Noise Electronic Model 2721,Electronics,Noise,109479,4.7,Noise electronics product with premium features.,Seller_111,Kolkata,Telangana,424,38,"Electronics,Noise,Noise electronics product with premium features."
P03084,Whirlpool Home Appliance Model 4037,Home Appliances,Whirlpool,40736,3.1,Whirlpool home appliances product with premium features.,Seller_340,Ahmedabad,Telangana,186,67,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P03085,Nike Footwea Model 8421,Footwear,Nike,76511,3.5,Nike footwear product with premium features.,Seller_396,Kolkata,Gujarat,411,27,"Footwear,Nike,Nike footwear product with premium features."
P03086,JBL Electronic Model 5027,Electronics,JBL,64224,4.7,JBL electronics product with premium features.,Seller_374,Kolkata,Tamil Nadu,353,43,"Electronics,JBL,JBL electronics product with premium features."
P03087,LG Home Appliance Model 5933,Home Appliances,LG,6532,4.5,LG home appliances product with premium features.,Seller_405,Hyderabad,Karnataka,409,7,"Home Appliances,LG,LG home appliances product with premium features."
P03088,Puma Clothin Model 9862,Clothing,Puma,46139,4.1,Puma clothing product with premium features.,Seller_206,Ahmedabad,Delhi,375,1,"Clothing,Puma,Puma clothing product with premium features."
P03089,OnePlus Mobile Model 3328,Mobiles,OnePlus,73794,3.3,OnePlus mobiles product with premium features.,Seller_389,Bengaluru,Tamil Nadu,23,59,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P03090,Adidas Footwea Model 8128,Footwear,Adidas,37491,4.7,Adidas footwear product with premium features.,Seller_303,Chennai,Karnataka,325,44,"Footwear,Adidas,Adidas footwear product with premium features."
P03091,Boat Electronic Model 4059,Electronics,Boat,147683,4.9,Boat electronics product with premium features.,Seller_33,Kolkata,Delhi,171,44,"Electronics,Boat,Boat electronics product with premium features."
P03092,Realme Mobile Model 729,Mobiles,Realme,35073,4.4,Realme mobiles product with premium features.,Seller_326,Pune,Karnataka,175,2,"Mobiles,Realme,Realme mobiles product with premium features."
P03093,Sony Electronic Model 9313,Electronics,Sony,24996,3.6,Sony electronics product with premium features.,Seller_176,Bengaluru,Maharashtra,71,59,"Electronics,Sony,Sony electronics product with premium features."
P03094,Whirlpool Home Appliance Model 3909,Home Appliances,Whirlpool,58966,4.5,Whirlpool home appliances product with premium features.,Seller_318,Chennai,Delhi,40,12,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P03095,Xiaomi Mobile Model 4015,Mobiles,Xiaomi,92729,4.2,Xiaomi mobiles product with premium features.,Seller_141,Delhi,Telangana,183,23,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P03096,Puma Footwea Model 2541,Footwear,Puma,144834,3.9,Puma footwear product with premium features.,Seller_346,Kolkata,Delhi,412,44,"Footwear,Puma,Puma footwear product with premium features."
P03097,Vivo Mobile Model 937,Mobiles,Vivo,137550,3.7,Vivo mobiles product with premium features.,Seller_115,Bengaluru,Tamil Nadu,366,44,"Mobiles,Vivo,Vivo mobiles product with premium features."
P03098,Allen Solly Clothin Model 5706,Clothing,Allen Solly,21335,3.5,Allen Solly clothing product with premium features.,Seller_388,Kolkata,Maharashtra,408,10,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P03099,Samsung Home Appliance Model 5411,Home Appliances,Samsung,24879,3.2,Samsung home appliances product with premium features.,Seller_341,Hyderabad,Karnataka,424,45,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P03100,Levis Clothin Model 7534,Clothing,Levis,8491,4.8,Levis clothing product with premium features.,Seller_214,Delhi,Telangana,95,69,"Clothing,Levis,Levis clothing product with premium features."
P03101,OnePlus Mobile Model 7565,Mobiles,OnePlus,52674,3.5,OnePlus mobiles product with premium features.,Seller_129,Kolkata,Maharashtra,431,17,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P03102,Vivo Mobile Model 5301,Mobiles,Vivo,124981,3.7,Vivo mobiles product with premium features.,Seller_217,Delhi,Gujarat,217,32,"Mobiles,Vivo,Vivo mobiles product with premium features."
P03103,Xiaomi Mobile Model 7051,Mobiles,Xiaomi,7834,4.0,Xiaomi mobiles product with premium features.,Seller_270,Mumbai,Tamil Nadu,499,56,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P03104,Adidas Footwea Model 331,Footwear,Adidas,15820,3.8,Adidas footwear product with premium features.,Seller_120,Mumbai,Tamil Nadu,426,55,"Footwear,Adidas,Adidas footwear product with premium features."
P03105,HP Laptop Model 3948,Laptops,HP,88386,4.9,HP laptops product with premium features.,Seller_224,Ahmedabad,Maharashtra,159,42,"Laptops,HP,HP laptops product with premium features."
P03106,Vivo Mobile Model 5505,Mobiles,Vivo,141818,3.3,Vivo mobiles product with premium features.,Seller_421,Delhi,West Bengal,360,53,"Mobiles,Vivo,Vivo mobiles product with premium features."
P03107,Adidas Footwea Model 1737,Footwear,Adidas,45713,4.9,Adidas footwear product with premium features.,Seller_111,Hyderabad,Gujarat,117,67,"Footwear,Adidas,Adidas footwear product with premium features."
P03108,LG Home Appliance Model 5155,Home Appliances,LG,131916,3.7,LG home appliances product with premium features.,Seller_480,Mumbai,West Bengal,149,19,"Home Appliances,LG,LG home appliances product with premium features."
P03109,Xiaomi Mobile Model 6150,Mobiles,Xiaomi,63814,3.8,Xiaomi mobiles product with premium features.,Seller_188,Pune,Gujarat,347,18,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P03110,Samsung Home Appliance Model 3991,Home Appliances,Samsung,28365,3.5,Samsung home appliances product with premium features.,Seller_68,Ahmedabad,Karnataka,392,47,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P03111,Bata Footwea Model 7744,Footwear,Bata,48744,4.2,Bata footwear product with premium features.,Seller_33,Mumbai,West Bengal,169,37,"Footwear,Bata,Bata footwear product with premium features."
P03112,LG Home Appliance Model 4773,Home Appliances,LG,68131,3.4,LG home appliances product with premium features.,Seller_44,Bengaluru,West Bengal,153,31,"Home Appliances,LG,LG home appliances product with premium features."
P03113,Puma Footwea Model 3786,Footwear,Puma,22464,4.8,Puma footwear product with premium features.,Seller_352,Delhi,West Bengal,299,61,"Footwear,Puma,Puma footwear product with premium features."
P03114,Nike Footwea Model 1856,Footwear,Nike,84366,3.0,Nike footwear product with premium features.,Seller_76,Mumbai,West Bengal,479,59,"Footwear,Nike,Nike footwear product with premium features."
P03115,Samsung Home Appliance Model 6486,Home Appliances,Samsung,89357,4.6,Samsung home appliances product with premium features.,Seller_466,Ahmedabad,Delhi,438,20,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P03116,LG Home Appliance Model 7101,Home Appliances,LG,37328,4.4,LG home appliances product with premium features.,Seller_43,Pune,West Bengal,257,62,"Home Appliances,LG,LG home appliances product with premium features."
P03117,Acer Laptop Model 2649,Laptops,Acer,41385,3.2,Acer laptops product with premium features.,Seller_282,Bengaluru,Telangana,290,9,"Laptops,Acer,Acer laptops product with premium features."
P03118,Wrogn Clothin Model 3668,Clothing,Wrogn,121018,3.9,Wrogn clothing product with premium features.,Seller_248,Mumbai,Gujarat,13,45,"Clothing,Wrogn,Wrogn clothing product with premium features."
P03119,Acer Laptop Model 8518,Laptops,Acer,118583,4.0,Acer laptops product with premium features.,Seller_227,Hyderabad,Karnataka,435,10,"Laptops,Acer,Acer laptops product with premium features."
P03120,Levis Clothin Model 1025,Clothing,Levis,66961,3.5,Levis clothing product with premium features.,Seller_27,Pune,Gujarat,90,0,"Clothing,Levis,Levis clothing product with premium features."
P03121,Asus Laptop Model 8631,Laptops,Asus,64271,4.1,Asus laptops product with premium features.,Seller_285,Pune,Delhi,381,39,"Laptops,Asus,Asus laptops product with premium features."
P03122,JBL Electronic Model 1005,Electronics,JBL,44889,4.2,JBL electronics product with premium features.,Seller_258,Kolkata,Telangana,389,50,"Electronics,JBL,JBL electronics product with premium features."
P03123,Xiaomi Mobile Model 878,Mobiles,Xiaomi,71654,3.0,Xiaomi mobiles product with premium features.,Seller_400,Bengaluru,Karnataka,208,58,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P03124,JBL Electronic Model 4975,Electronics,JBL,18336,4.1,JBL electronics product with premium features.,Seller_371,Delhi,Delhi,403,54,"Electronics,JBL,JBL electronics product with premium features."
P03125,LG Home Appliance Model 831,Home Appliances,LG,20095,4.8,LG home appliances product with premium features.,Seller_426,Delhi,Telangana,88,9,"Home Appliances,LG,LG home appliances product with premium features."
P03126,Realme Mobile Model 1740,Mobiles,Realme,64179,3.5,Realme mobiles product with premium features.,Seller_193,Pune,Maharashtra,279,39,"Mobiles,Realme,Realme mobiles product with premium features."
P03127,Dell Laptop Model 147,Laptops,Dell,26130,3.5,Dell laptops product with premium features.,Seller_337,Delhi,Karnataka,407,30,"Laptops,Dell,Dell laptops product with premium features."
P03128,HP Laptop Model 9114,Laptops,HP,51937,4.4,HP laptops product with premium features.,Seller_40,Kolkata,Tamil Nadu,62,52,"Laptops,HP,HP laptops product with premium features."
P03129,Asus Laptop Model 248,Laptops,Asus,62573,4.1,Asus laptops product with premium features.,Seller_347,Mumbai,West Bengal,480,61,"Laptops,Asus,Asus laptops product with premium features."
P03130,Asus Laptop Model 9934,Laptops,Asus,3609,3.9,Asus laptops product with premium features.,Seller_262,Hyderabad,West Bengal,248,54,"Laptops,Asus,Asus laptops product with premium features."
P03131,Adidas Footwea Model 856,Footwear,Adidas,11503,3.0,Adidas footwear product with premium features.,Seller_67,Mumbai,Karnataka,357,12,"Footwear,Adidas,Adidas footwear product with premium features."
P03132,OnePlus Mobile Model 244,Mobiles,OnePlus,120033,3.2,OnePlus mobiles product with premium features.,Seller_124,Hyderabad,Tamil Nadu,186,3,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P03133,JBL Electronic Model 1807,Electronics,JBL,47564,3.4,JBL electronics product with premium features.,Seller_4,Chennai,Maharashtra,391,14,"Electronics,JBL,JBL electronics product with premium features."
P03134,LG Home Appliance Model 4438,Home Appliances,LG,79973,3.7,LG home appliances product with premium features.,Seller_479,Chennai,Telangana,310,60,"Home Appliances,LG,LG home appliances product with premium features."
P03135,Acer Laptop Model 6578,Laptops,Acer,90507,3.7,Acer laptops product with premium features.,Seller_422,Mumbai,Tamil Nadu,95,58,"Laptops,Acer,Acer laptops product with premium features."
P03136,Bata Footwea Model 1382,Footwear,Bata,62250,3.9,Bata footwear product with premium features.,Seller_376,Mumbai,West Bengal,386,64,"Footwear,Bata,Bata footwear product with premium features."
P03137,Philips Home Appliance Model 2416,Home Appliances,Philips,111882,3.5,Philips home appliances product with premium features.,Seller_182,Kolkata,Maharashtra,68,51,"Home Appliances,Philips,Philips home appliances product with premium features."
P03138,Bata Footwea Model 9011,Footwear,Bata,57645,4.9,Bata footwear product with premium features.,Seller_191,Chennai,Telangana,106,58,"Footwear,Bata,Bata footwear product with premium features."
P03139,Xiaomi Mobile Model 9020,Mobiles,Xiaomi,137859,4.0,Xiaomi mobiles product with premium features.,Seller_147,Pune,Delhi,373,17,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P03140,Lenovo Laptop Model 6338,Laptops,Lenovo,18346,3.6,Lenovo laptops product with premium features.,Seller_404,Kolkata,Telangana,90,63,"Laptops,Lenovo,Lenovo laptops product with premium features."
P03141,Adidas Footwea Model 3678,Footwear,Adidas,521,3.6,Adidas footwear product with premium features.,Seller_349,Mumbai,Maharashtra,412,58,"Footwear,Adidas,Adidas footwear product with premium features."
P03142,Nike Footwea Model 4985,Footwear,Nike,45942,4.3,Nike footwear product with premium features.,Seller_53,Chennai,Delhi,151,65,"Footwear,Nike,Nike footwear product with premium features."
P03143,HP Laptop Model 9946,Laptops,HP,104313,5.0,HP laptops product with premium features.,Seller_378,Kolkata,Delhi,454,53,"Laptops,HP,HP laptops product with premium features."
P03144,Wrogn Clothin Model 545,Clothing,Wrogn,65901,3.8,Wrogn clothing product with premium features.,Seller_194,Kolkata,Tamil Nadu,261,61,"Clothing,Wrogn,Wrogn clothing product with premium features."
P03145,Xiaomi Mobile Model 6283,Mobiles,Xiaomi,144794,4.1,Xiaomi mobiles product with premium features.,Seller_493,Bengaluru,Maharashtra,14,35,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P03146,Samsung Home Appliance Model 8069,Home Appliances,Samsung,60025,3.8,Samsung home appliances product with premium features.,Seller_117,Mumbai,Gujarat,176,23,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P03147,Sony Electronic Model 9829,Electronics,Sony,30082,4.3,Sony electronics product with premium features.,Seller_86,Ahmedabad,Maharashtra,196,42,"Electronics,Sony,Sony electronics product with premium features."
P03148,Samsung Home Appliance Model 4690,Home Appliances,Samsung,17184,3.1,Samsung home appliances product with premium features.,Seller_136,Pune,Telangana,380,18,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P03149,LG Home Appliance Model 1442,Home Appliances,LG,142699,3.9,LG home appliances product with premium features.,Seller_66,Delhi,Karnataka,245,15,"Home Appliances,LG,LG home appliances product with premium features."
P03150,Samsung Home Appliance Model 434,Home Appliances,Samsung,23237,4.1,Samsung home appliances product with premium features.,Seller_229,Kolkata,West Bengal,27,61,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P03151,Wrogn Clothin Model 8715,Clothing,Wrogn,136781,4.3,Wrogn clothing product with premium features.,Seller_427,Ahmedabad,Karnataka,297,57,"Clothing,Wrogn,Wrogn clothing product with premium features."
P03152,LG Home Appliance Model 5272,Home Appliances,LG,42564,4.9,LG home appliances product with premium features.,Seller_70,Mumbai,Telangana,63,14,"Home Appliances,LG,LG home appliances product with premium features."
P03153,Roadster Clothin Model 6804,Clothing,Roadster,88314,5.0,Roadster clothing product with premium features.,Seller_183,Mumbai,Tamil Nadu,317,68,"Clothing,Roadster,Roadster clothing product with premium features."
P03154,Boat Electronic Model 254,Electronics,Boat,113720,3.2,Boat electronics product with premium features.,Seller_109,Chennai,Telangana,441,31,"Electronics,Boat,Boat electronics product with premium features."
P03155,OnePlus Mobile Model 3378,Mobiles,OnePlus,24971,3.3,OnePlus mobiles product with premium features.,Seller_237,Chennai,Gujarat,180,57,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P03156,Asus Laptop Model 1793,Laptops,Asus,110020,4.2,Asus laptops product with premium features.,Seller_312,Kolkata,Delhi,249,64,"Laptops,Asus,Asus laptops product with premium features."
P03157,Samsung Mobile Model 9503,Mobiles,Samsung,55679,4.1,Samsung mobiles product with premium features.,Seller_354,Pune,Telangana,271,21,"Mobiles,Samsung,Samsung mobiles product with premium features."
P03158,Boat Electronic Model 1964,Electronics,Boat,54610,4.3,Boat electronics product with premium features.,Seller_7,Ahmedabad,Maharashtra,218,63,"Electronics,Boat,Boat electronics product with premium features."
P03159,Levis Clothin Model 2913,Clothing,Levis,30424,3.8,Levis clothing product with premium features.,Seller_411,Bengaluru,Telangana,471,15,"Clothing,Levis,Levis clothing product with premium features."
P03160,HP Laptop Model 7803,Laptops,HP,138418,3.7,HP laptops product with premium features.,Seller_297,Pune,Gujarat,434,5,"Laptops,HP,HP laptops product with premium features."
P03161,Roadster Clothin Model 1022,Clothing,Roadster,63914,4.0,Roadster clothing product with premium features.,Seller_84,Chennai,West Bengal,151,47,"Clothing,Roadster,Roadster clothing product with premium features."
P03162,Whirlpool Home Appliance Model 8349,Home Appliances,Whirlpool,59257,3.7,Whirlpool home appliances product with premium features.,Seller_216,Bengaluru,West Bengal,306,70,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P03163,Xiaomi Mobile Model 7994,Mobiles,Xiaomi,73293,5.0,Xiaomi mobiles product with premium features.,Seller_112,Delhi,Delhi,466,41,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P03164,Puma Clothin Model 7275,Clothing,Puma,71688,3.1,Puma clothing product with premium features.,Seller_308,Delhi,Karnataka,285,8,"Clothing,Puma,Puma clothing product with premium features."
P03165,JBL Electronic Model 8186,Electronics,JBL,110654,4.8,JBL electronics product with premium features.,Seller_464,Mumbai,Gujarat,360,23,"Electronics,JBL,JBL electronics product with premium features."
P03166,Sony Electronic Model 6748,Electronics,Sony,10082,3.2,Sony electronics product with premium features.,Seller_278,Kolkata,Delhi,292,33,"Electronics,Sony,Sony electronics product with premium features."
P03167,Allen Solly Clothin Model 1700,Clothing,Allen Solly,54801,4.4,Allen Solly clothing product with premium features.,Seller_285,Hyderabad,Karnataka,119,12,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P03168,Wrogn Clothin Model 3665,Clothing,Wrogn,14119,4.2,Wrogn clothing product with premium features.,Seller_5,Ahmedabad,Tamil Nadu,204,66,"Clothing,Wrogn,Wrogn clothing product with premium features."
P03169,JBL Electronic Model 855,Electronics,JBL,112666,4.4,JBL electronics product with premium features.,Seller_157,Chennai,Gujarat,296,68,"Electronics,JBL,JBL electronics product with premium features."
P03170,Adidas Footwea Model 4647,Footwear,Adidas,8716,4.1,Adidas footwear product with premium features.,Seller_384,Delhi,West Bengal,55,58,"Footwear,Adidas,Adidas footwear product with premium features."
P03171,Adidas Footwea Model 5484,Footwear,Adidas,24664,3.8,Adidas footwear product with premium features.,Seller_261,Mumbai,Maharashtra,449,26,"Footwear,Adidas,Adidas footwear product with premium features."
P03172,Acer Laptop Model 7808,Laptops,Acer,50659,4.9,Acer laptops product with premium features.,Seller_232,Pune,Telangana,354,17,"Laptops,Acer,Acer laptops product with premium features."
P03173,OnePlus Mobile Model 3808,Mobiles,OnePlus,77299,4.9,OnePlus mobiles product with premium features.,Seller_362,Delhi,Karnataka,67,21,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P03174,Sony Electronic Model 4529,Electronics,Sony,24955,4.4,Sony electronics product with premium features.,Seller_269,Bengaluru,Gujarat,414,7,"Electronics,Sony,Sony electronics product with premium features."
P03175,Adidas Footwea Model 3128,Footwear,Adidas,61821,3.9,Adidas footwear product with premium features.,Seller_158,Pune,Maharashtra,456,69,"Footwear,Adidas,Adidas footwear product with premium features."
P03176,Vivo Mobile Model 5179,Mobiles,Vivo,76370,3.5,Vivo mobiles product with premium features.,Seller_152,Hyderabad,Delhi,342,3,"Mobiles,Vivo,Vivo mobiles product with premium features."
P03177,Lenovo Laptop Model 4108,Laptops,Lenovo,96730,3.0,Lenovo laptops product with premium features.,Seller_308,Hyderabad,Telangana,210,44,"Laptops,Lenovo,Lenovo laptops product with premium features."
P03178,Boat Electronic Model 2033,Electronics,Boat,135238,3.9,Boat electronics product with premium features.,Seller_34,Chennai,Telangana,140,1,"Electronics,Boat,Boat electronics product with premium features."
P03179,Whirlpool Home Appliance Model 1788,Home Appliances,Whirlpool,81282,4.0,Whirlpool home appliances product with premium features.,Seller_99,Mumbai,Delhi,239,4,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P03180,Allen Solly Clothin Model 2299,Clothing,Allen Solly,78963,4.7,Allen Solly clothing product with premium features.,Seller_48,Pune,Tamil Nadu,465,22,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P03181,Nike Footwea Model 1256,Footwear,Nike,7419,4.3,Nike footwear product with premium features.,Seller_163,Kolkata,Karnataka,315,34,"Footwear,Nike,Nike footwear product with premium features."
P03182,Acer Laptop Model 9826,Laptops,Acer,46286,3.1,Acer laptops product with premium features.,Seller_490,Delhi,Delhi,245,48,"Laptops,Acer,Acer laptops product with premium features."
